tweet_text,month_of_tweet
#bari#melanoma#research,3
"Hristos voskrese! Today I visited Drazan Vucic, who is battling malignant melanoma, at his home…",4
Day 1 encourage others. Xo #encouragement #survivor #cancerwarrior #melanoma #melanomaawareness…,8
Beware of #melanocytic lesions in children not calling it melanoma behavior is different…,7
#melanoma and #genes @ Congress Graz,7
