tweet_text,month_of_tweet
Outstanding podcast from on lung cancer screening- must listen for #pulmcc and primary care …,8
"Pink, a firetruck dedicated to fighting cancer. This photo was taken at the business of Times…",7
Six month check up (@ Aurora Cancer Center),10
Cancer @ In Some Emo Kids Closet,3
