tweet_text,month_of_tweet
Best. Lymphoma. Conference. Ever. #PanPacificLymphomaConference2016 @ Grand Hyatt Kauai Resort &…,7
Bringing some Christmas Cheer to a young man battling mediastinal non-Hodgkin’s Lymphoma. Hope…,12
