tweet_text,month_of_tweet
Andrew Clough #worldsgreatestshave #leukemia #leukemiafoundation #charity #medicalresearch…,3
Brisbane @ Leukemia Night the Light Walk Southbank,10
WHEN YOU LOOK AT THE FEET OF CHEERLEADER BATTLING LEUKEMIA—TWO H EIGHTY ONE THOUSAND FIVE HUNDRED—I WALK THROUGH THE LATE NIGHT THOUGHTS—IF,9
#LIZQUENLIVEINAUSTRALIA COMPOSURE WE HAD THE BEST I—TOMORROW NIGHT AT THE FEET OF CHEERLEADER BATTLING LEUKEMIA—MY EX—ID—A WILD SQUILE AP…,9
Got the opportunity to represent The Bar during the Leukemia Foundation Light the Night. Always…,10
Today I flew up to meet the amazing team at 'Leukemia Foundation Australia' and am humbled to…,6
