tweet_text,month_of_tweet
"CHALLENGE ACCEPTED! To support the battle against cancer. @ Sanmin,… …",8
""" #Cancer might have a difficult time opening up to others, but once they're sure they can trust, they let it all out""",2
"me at the moment.. "" When a #Cancer is broken-hearted, they become lost and feel like they are not sure what's happening.""",2
"Bangke!! Tapi ya emang sih... =')) "" When a #Cancer likes you, it's almost impossible to ignore (it's very obvious).""",2
