tweet_text,month_of_tweet
I intend to populate the Instagram with children's characters for Child Cancer Awareness Week.…,12
I intend to populate the Instagram with children's characters for Child Cancer Awareness Week.…,12
We intend to populate the Instagram with children's characters for Child Cancer Awareness Week.…,12
i intend to populate instagram with children's characters for child cancer awareness week. give…,12
