tweet_text,month_of_tweet
AIDS awareness & treating breast cancer in 200 SA farm workers - GlobalGiving. Hlokomela making a difference …,3
Fossil evidence shows that cancer in humans goes back 1.7 m years pic.twitter.com/NfH0pGZeE4 Paleo diet anyone?,9
