tweet_text,month_of_tweet
"MWHIV - Racial disparity lies at intersection of HIV, Hodgkin lymphoma Brown University - Black people make up an…",1
"#Stigmabase | HIV - Racial disparity lies at intersection of HIV, Hodgkin lymphoma Brown University - Black…",1
""" Symptoms of Lymphoma - …"" papag",3
