tweet_text,month_of_tweet
"July 13th is GIST Awareness Day . GIST is a rare cancer , a type of sarcoma found in the…",7
#happeningnow #neverstoplearning 1st PHILIPPINE SARCOMA… …,9
Our pelvic sarcoma survivor from alzahra cancer center dubai operated upon by the soft tissue…,10
